abuseCount	customerNickname	helpfulNo	helpfulYes	id	imagesCount	languageCode	postedDate	productId	profileInfo.ugcSummary.answerCount	profileInfo.ugcSummary.reviewCount	ratingValue	reviewText	reviewTitle	reviewed	score	languageCode	translation.reviewText	translation.reviewTitle
0	iHerb Customer	0	0	099ee00c-6302-4b1c-87b3-265d79efd35c	0	he-IL	2021-01-26T18:10:13.232Z	103839	0.0	80.0	50	מסיכה נוחה מאוד 	Excellent!	False	1611684613.232	he-IL	A very comfortable mask	en-US
0	iHerb Customer	0	0	b5d77d51-3e7d-4881-b2da-6d56e7b8ba15	0	en-US	2021-01-20T22:36:25.395Z	103839	0.0	69.0	50	I like the color 	Excellent!	False	1611182185.395	en-US		
0	iHerb Customer	0	0	de96afd8-3660-4fe1-af07-772adebc320c	0	en-US	2021-02-04T10:45:24.518Z	101691	0.0	47.0	40	Good	Good	False	1612435524.518	en-US		
0	iHerb Customer	0	0	e7552ac2-c252-41a6-8b79-dabc00c348ef	0	en-US	2021-02-04T09:14:18.738Z	101691	0.0	3.0	50	Soft, breathable and stylish!  I will be buying more of these soon!	Love them!	False	1612430058.738	en-US		
0	iHerb Customer	0	0	b24ccd86-5e90-487b-a147-9972cdbd9529	0	he-IL	2021-02-03T07:35:16.416Z	101691	0.0	57.0	50	"בד נעים ורך. נשטפות בקלות ומתייבשות מהר
מאוד ממליצה"	מצוין!	False	1612337716.416	he-IL	Pleasant and soft fabric. Washes easily and dries very quickly recommends	en-US
0	Mahaab	0	0	9a8ccd69-9ce4-48cd-ad2b-3c42aa2217fa	0	ar-SA	2021-02-02T23:34:11.526Z	101691	2.0	270.0	50	ممتازة ومريحة والوانها رائعة	ممتاز!	False	1612308851.526	ar-SA	Excellent, comfortable and great color	en-US
0	iHerb Customer	0	0	f198932d-e937-405e-8f8f-79d39004e845	0	en-US	2021-02-01T09:03:46.177Z	101691	0.0	4.0	40	These masks fit well and are very comfortable. There are many layers of fabric but they are still breathable. I wish they sold them separately or in a variety of solid colors.	Comfortable	False	1612170226.177	en-US		
0	iHerb Customer	0	0	04b1571e-2077-4a17-8385-de438b9e255f	0	en-US	2021-01-31T20:19:26.391Z	101691	0.0	119.0	30	my glasses fog up when I wear this mask	Ok	False	1612124366.391	en-US		
0	iHerb Customer	0	0	0071e143-50e4-430d-aebe-1a3de492645a	0	ja-JP	2021-01-31T05:35:34.778Z	101691	0.0	1.0	50	お手頃な価格ですが、生地や色合いがすごくよくて気に入ってます。	とても素晴らしい！	False	1612071334.778	ja-JP	It&#39;s reasonably priced, but I like the fabric and colors.	en-US
0	iHerb Customer	0	1	c0389561-0d5c-4988-b519-ed4f04bf45d6	0	ru-RU	2021-01-26T11:05:04.115Z	101691	0.0	23.0	50	Повторная покупка, качеством довольна. Размене универсальный, для девушек подойдёт отлично. Принт не меняется после стирки. Немного села после стирки. Качество пошива - очень хорошее, материал - хлопок. 	Прекрасно!	False	1612047904.115	ru-RU	Repeated purchase, I am satisfied with the quality. The exchange is universal, perfect for girls. The print does not change after washing. Sat down a little after washing. The quality of the tailoring is very good, the material is cotton.	en-US
0	iHerb Customer	0	0	bc8a4485-8067-43ec-af4f-086e753cfb04	0	en-US	2021-01-30T17:42:04.641Z	101691	0.0	118.0	50	Nice on the skin 	Very comfortable	False	1612028524.641	en-US		
0	iHerb Customer	0	0	36afa866-93d3-4534-a66e-61355f949e7a	0	ru-RU	2021-01-27T04:25:50.01Z	101691	0.0	42.0	50	пользуюсь масками каждый день, стираются очень хорошо, в них легко дышиться	Прекрасно!	False	1611721550.01	ru-RU	I use masks every day, they wash very well, they are easy to breathe	en-US
0	iHerb Customer	0	0	4510e691-b20d-4dd3-bff9-4e7b1a8ef132	0	he-IL	2021-01-26T17:54:15.669Z	101691	0.0	28.0	50	מהממות וגם מבד שניתן לנשום בתוכו הזמנתי מכמה צבעים וכולם נהדרות 	מצוין!	False	1611683655.669	he-IL	Stunning and also a fabric that can be breathed in. I ordered from several colors and they are all great	en-US
0	iHerb Customer	0	0	1afc46a0-4651-416a-8b9b-66f5c51a37fe	0	he-IL	2021-01-26T07:56:02.708Z	101691	0.0	37.0	30	קצת אי אפשר לנשום איתן... בד לא נושם	אישור	False	1611647762.708	he-IL	You can hardly breathe with them ... fabric does not breathe	en-US
0	iHerb Customer	0	0	7b50013e-dacb-46de-88de-131083caa7ef	0	en-US	2021-01-26T03:33:36.637Z	101691	11.0	58.0	20	"Not a fan. These look like cloth diapers, especially the pink and white splotched one looks a bit gory. But visuals  do not matter comparrd to effectiveness.  

I found the cotton to be so similar to the weave of a cloth diaper as well, a very loose weave so particles get through.  
I will not give these away because I don't want others to think they are safe. 
A bit scratchy as well.
I have worn these UNDER a medical mask when shopping indoors in ordwr to get a little more protection.  

I wish iHerb had some more reusable mask options.  
"	Below average	False	1611632016.637	en-US		
0	iHerb Customer	0	0	414e8003-38ce-489d-855c-b3db077a219e	0	he-IL	2021-01-25T09:51:53.839Z	101691	0.0	16.0	50	מסכות נוחות , יפות ויעילות🙏🏼	מצוין!	False	1611568313.839	he-IL	Comfortable, beautiful and effective masks🙏🏼	en-US
0	iHerb Customer	0	0	2bffc467-afd5-46f3-98b2-69f1276216d7	0	ja-JP	2021-01-25T01:04:31.394Z	101691	0.0	34.0	50	息もしやすく、コットンの肌触りもいいのでとても気に入っています。	とても素晴らしい！	False	1611536671.394	ja-JP	I like it because it&#39;s easy to breathe and the cotton feels good.	en-US
0	iHerb Customer	0	0	836275c6-0921-4b61-8a07-15d3c8cbb004	0	ru-RU	2021-01-23T12:15:32.225Z	101691	0.0	146.0	50	Отличный дизайн, хлопок, не душно при использовании	Для Разных Нарядов	False	1611404132.225	ru-RU	Great design, cotton, not stuffy when using	en-US
0	iHerb Customer	0	0	fa7c2637-4679-4dee-95f6-ed36ba1711da	0	en-US	2021-01-22T01:31:04.697Z	101691	0.0	36.0	50	"first I used disposable ones, but they made my face break out. then I found these masks and my skin can breath easily in them. and I myself can breath in them too.
easy to wash, I recommend."	Excellent!	False	1611279064.697	en-US		
0	iHerb Customer	0	0	446f26e3-291a-4d6c-b035-0bde21976fa5	0	ru-RU	2021-01-21T06:58:24.424Z	101691	2.0	81.0	50	Прекрасные! Мягкие, удобные и красивые маски! 	Прекрасно!	False	1611212304.424	ru-RU	Wonderful! Soft, comfortable and beautiful masks!	en-US
0	iHerb Customer	0	0	321f593a-ccfc-4f60-ae90-142db79887a1	0	en-US	2021-01-21T05:24:02.502Z	101691	1.0	62.0	50	Nice soft fabric - also helpful for keeping warm in a cold winter. 	Excellent!	False	1611206642.502	en-US		
0	iHerb Customer	0	0	9b3cfb69-0e03-4a22-bbda-c1986dcac681	0	en-US	2021-01-21T02:21:53.51Z	101691	0.0	2.0	30	The one I received was poorly made. It had some loose strings. The material used is not very breathable in hot humid climate. Cute colours and patterns tho. I've not seen them anywhere else.	Usable but not great	False	1611195713.51	en-US		
0	iHerb Customer	0	0	05b18936-771b-4e47-8f54-d941551f0a25	0	ru-RU	2021-01-19T16:55:50.885Z	101691	0.0	109.0	50	Удобные муслиновые маски, хорошо стираются, хорошо дышится.	Прекрасно!	False	1611075350.885	ru-RU	Comfortable muslin masks, wash well, breathe well.	en-US
0	iHerb Customer	0	0	b7690a84-ed4b-4bbf-bde8-1efc4fea3c31	0	ja-JP	2021-01-19T09:53:39.034Z	101691	0.0	108.0	30	シワになりやすいが、使いやすいです。	まあ良い	False	1611050019.034	ja-JP	It is easy to wrinkle, but it is easy to use.	en-US
0	iHerb Customer	0	0	7a961b6d-7bc4-4835-a70d-21953bc6b0ed	0	en-US	2021-01-19T06:00:12.156Z	101691	1.0	103.0	50	Very cute. They are made of what reminds me of muslin swaddle blankets, but a bunch of layers of them. Moderately thick, breathable. Extremely stretchy ear loops. Unfortunately catches dog fur veryy easily so I can’t  really use them since I would be picking up my mask to constantly itch my face and try to pull those suckers out. But if you don’t have shedding pets I bet they’re great!	Excellent!	False	1611036012.156	en-US		
0	iHerb Customer	0	0	f17de6bb-378a-42a2-8d46-622449e98dd7	0	he-IL	2021-01-18T17:38:46.57Z	101691	0.0	26.0	50	מעולה ויפה	מצוין!	False	1610991526.57	he-IL	Excellent and beautiful	en-US
0	iHerb Customer	0	0	1a3c85c6-c231-4c94-ba6a-67f84cb28a7d	0	he-IL	2021-01-18T16:02:04.122Z	101691	0.0	27.0	50	בד נעים כותנה! צבעים יפים	מצוין!	False	1610985724.122	he-IL	Cozy cotton fabric! Beautiful colors	en-US
0	iHerb Customer	0	0	7724623b-6b62-4059-8bec-5db0c5d7ef4e	0	ja-JP	2021-01-18T01:49:19.511Z	101691	0.0	1.0	50	見た目も可愛く使い心地も良かったです。	とても素晴らしい！	False	1610934559.511	ja-JP	It looked cute and was comfortable to use.	en-US
0	Michalgw	0	0	ad06be9d-f8f7-456c-b9b3-ce873667a06d	0	en-US	2021-01-17T18:48:03.835Z	101691	0.0	37.0	50	I use them on everyday basis. Just perfect. 	Excellent!	False	1610909283.835	en-US		
0	iHerb Customer	0	5	fed852c6-c700-4c7f-bc7f-d97fa98d8571	0	ru-RU	2020-12-20T16:56:56.259Z	101691	0.0	26.0	50	мне понравились эти маски, толстые, где-то три слоя имеют, но дышится в них хорошо, больше подойдут для маленького лица, стирала их много раз и всё ок!	маски для лица	False	1610427416.259	ru-RU	I liked these masks, they are thick, they have about three layers, but they breathe well, they are more suitable for a small face, I washed them many times and everything is ok!	en-US
0	iHerb Customer	0	0	ca1c16c7-37da-4973-a61f-8a6517296ed1	0	en-US	2021-01-09T13:21:56.061Z	101691	0.0	154.0	50	Love it!! The only mask I can breathe with.	Excellent!	False	1610198516.061	en-US		
0	iHerb Customer	0	0	5580cc9f-b455-4f52-8bce-7559bb9786f3	1	ja-JP	2021-01-09T05:58:42.5Z	101691	0.0	44.0	30	"デザインが可愛かったので購入しました、
生地は薄いガーゼで洗うと縮みそうです。
内側にフィルターを付けて使おうと思います。"	まあ良い	True	1610171922.5	ja-JP	I bought it because the design was cute. The fabric seems to shrink when washed with thin gauze. I&#39;m going to use it with a filter inside.	en-US
0	iHerb Customer	0	1	fdf9f4e3-e616-416d-a6cf-07ff124224e3	1	en-US	2021-01-04T13:33:23.736Z	101691	0.0	4.0	50	Perfect!!!!!!!	Love it	True	1610156003.736	en-US		
0	iHerb Customer	0	0	07c20480-6bcb-46b3-93c0-a476bce1cc88	0	ru-RU	2021-01-05T17:42:26.64Z	101691	0.0	201.0	50	Маски то что нужно, мягкие, приятные на ощупь, даже хочется носить всегда!!! Приятный дизайн, качественный хлопок, взяла повторно на подарок, все довольны покупкой!!! 	Класс 	False	1609868546.64	ru-RU	Masks are what you need, soft, pleasant to the touch, you even want to wear them always !!! Nice design, high-quality cotton, I took it again for a gift, everyone is happy with the purchase !!!	en-US
0	Tallula	0	0	b35a83f6-5ab9-4074-8127-25dd06356753	0	ru-RU	2021-01-04T19:42:14.514Z	101691	8.0	18.0	40	Во-первых, маски очень хорошенькие. Расцветки приятные, ткань мягкая. Достаточно толстые - реально толще, чем я ожидала и представляла. По этой причине мне, например, в них частенько становится жарко. Еще один момент - они небольшого размера и прилегают к лицу плотнее, чем стандартные аптечные маски. Однако при этом макияж под ними стирается меньше, потому что они очень мягкие. Если у вас маленькое лицо и вы никогда не страдали от тепла под маской - берите обязательно, не пожалеете! Но даже если вы не дюймовочка и цените прохладу - думаю, всё равно не пожалеете, потому что они хорошенькие и приятные на ощупь. Ношу с удовольствием и, кстати,  пока никого в такой же маске не встретила :) 	Согреют в холод 	False	1609789334.514	ru-RU	First, the masks are very pretty. The colors are pleasant, the fabric is soft. Thick enough - actually thicker than I expected and imagined. For this reason, for example, I often get hot in them. Another point is that they are small in size and fit tighter to the face than standard pharmacy masks. However, this will wear less makeup underneath because they are very soft. If you have a small face and have never suffered from the heat under the mask - take it without fail, you will not regret it! But even if you are not a Thumbelina and appreciate the coolness, I think you will not regret it anyway, because they are cute and pleasant to the touch. I wear it with pleasure and, by the way, until I met anyone in the same mask :)	en-US
0	KatrinSolntce	0	4	9eb61736-b7c0-43fb-8636-c0f9b2e2efe7	0	ru-RU	2020-12-14T11:54:31.606Z	101691	2.0	827.0	50	Реальность 2020 года - необходимость носить маску, если хочешь участвовать хоть в какой-то социальной жизни. Не обсуждаем её эффективность - не вижу в этом смысла. Обсудим лучше приятную ткань, удобство использования и возможность менять маску каждый день. Эти милые кусочки ткани прекрасно стираются в тёплой воде и сохнут на горячей батарее за 10 минут. Поэтому лично мне проще один раз потратить деньги и больше не заморачиваться о том, где взять маски.	Очень симпатичные тканевые маски)	False	1609502071.606	ru-RU	The reality of 2020 is the need to wear a mask if you want to participate in any kind of social life. We are not discussing its effectiveness - I see no point in this. Let&#39;s discuss the pleasant fabric, ease of use and the ability to change the mask every day. These cute pieces of fabric are perfectly washed in warm water and dry on a hot battery in 10 minutes. Therefore, personally, it&#39;s easier for me to spend money once and no longer bother about where to get masks.	en-US
0	iHerb Customer	0	0	24f3e0f2-9252-487f-8d6a-d621b8fcec69	0	en-US	2020-12-31T13:16:52.094Z	101691	2.0	8.0	50	All the face  masks are great. Light and soft. 	Excellent!	False	1609420612.094	en-US		
0	iHerb Customer	0	0	fb4a8eb8-2918-4861-8a0d-5feed64b6f2e	1	ru-RU	2020-12-30T21:49:46.873Z	101691	1.0	31.0	50	Пользуюсь этими масками. Мне нравится, легко дышать. Для многоразового использования. Постирал и дальше носи. 	Прекрасно!	True	1609364986.873	ru-RU	I use these masks. I like it, it&#39;s easy to breathe. Reusable. Wash and carry on.	en-US
0	iHerb Customer	0	0	3a1e5420-fa0d-4d12-8631-5bcfac7ea9e2	0	ja-JP	2020-12-29T11:26:12.289Z	101691	0.0	2.0	50	"可愛い。
"	とても素晴らしい！	False	1609241172.289	ja-JP	cute.	en-US
0	iHerb Customer	0	0	b3a976d0-2914-4e04-9c37-b6e7db580bd6	0	en-US	2020-12-28T10:36:27.19Z	101691	0.0	57.0	50	Great 	מצוין!	False	1609151787.19	en-US		
0	iHerb Customer	0	0	de37ba5f-324b-477c-a2c0-e33e14c69f6c	0	he-IL	2020-12-27T06:38:35.995Z	101691	0.0	11.0	50	מעולות נושמות לא עושות  גירויים בעור	מסיכות	False	1609051115.995	he-IL	Excellent breathers do not irritate the skin	en-US
0	iHerb Customer	0	1	a76bdb34-bdf6-4508-8942-3f6446df3935	1	en-US	2020-12-22T17:44:15.294Z	101691	0.0	4.0	50	Nice	Excellent!	True	1609047855.294	en-US		
0	iHerb Customer	0	0	2e1b8e45-7edd-48a2-b3a5-03d26a01e8bd	0	en-US	2020-12-27T05:30:25.964Z	101691	0.0	2.0	50	They are definitely thick but you can breathe through it well. I wear these on my 10 hour shifts. They fit well on my petite face. I do find that the string hurt my ears after around 4 hours though but I haven't found many masks that don't do that. The colours are a bit less vibrant in person but they are still lovely. Overall, I am very happy with them!	Better than expected	False	1609047025.964	en-US		
0	iHerb Customer	0	0	02a6d41a-2a13-4bdf-92e2-688f385bd554	0	en-US	2020-12-26T10:43:42.84Z	101691	0.0	40.0	40	good and beautiful but thick 	טוב	False	1608979422.84	en-US		
0	iHerb Customer	0	1	c3f1d2f0-dde3-47ee-9f4b-6da2d1e3b343	0	he-IL	2020-12-20T14:33:19.687Z	101691	0.0	39.0	50	הזמנתי כמעט בכל הצבעים מסכה נוחה נושמת ונהדרת	מצוין!	False	1608863599.687	he-IL	I ordered in almost all colors a comfortable, breathable and wonderful mask	en-US
0	iHerb Customer	0	1	1f35d653-b660-4ec6-8716-b8b680c15512	0	ar-SA	2020-12-20T03:17:06.215Z	101691	0.0	124.0	50	جودة ممتازة	ممتاز!	True	1608823026.215	ar-SA	Excellent quality	en-US
0	iHerb Customer	0	0	02b91e42-1688-4964-b42c-597bb865ad52	1	he-IL	2020-12-24T09:59:36.914Z	101691	0.0	45.0	50	מעולה למי ששומר על איכות הסביבה	מצוין!	True	1608803976.914	he-IL	Great for those who care about the environment	en-US
0	iHerb Customer	0	1	56e7809a-a416-4539-9d82-e6fb2b3c5586	0	en-US	2020-12-19T15:24:07.465Z	101691	0.0	3.0	50	Very nice touch, like a babies muslin.	Excellent!	False	1608780247.465	en-US		
0	iHerb Customer	0	1	f3a427b1-9bb4-43f8-b66f-dfb02ec5ef36	0	he-IL	2020-12-19T14:28:52.467Z	101691	0.0	28.0	30	"מוצר נחמד 
לא נפלתי במיוחד. 
אי אפשר לומר שהוא סופר נוח 
אין הבדל גדול בין זה לבין מסכה חד פעמית רגילה"	אישור	False	1608776932.467	he-IL	Nice product I did not particularly fall. It can not be said that it is super comfortable and there is no big difference between it and a regular disposable mask	en-US
0	iHerb Customer	0	1	8b69187c-2a0f-4f9e-b4bf-832910ec7338	0	ru-RU	2020-12-18T16:50:45.079Z	101691	0.0	145.0	50	Дуже стильні і якісні	Прекрасно!	False	1608699045.079	ru-RU	Very stylish and high quality	en-US
0	iHerb Customer	0	1	a05a8cf7-93ea-42b5-b733-72ebf6f43c0d	0	ru-RU	2020-12-18T12:27:12.159Z	101691	1.0	88.0	40	Я честно не фанат масок, но, сами понимаете, сейчас это необходимость. Эти самые удобные: мягкие, дышащие, не раздражают кожу (материал подходящий и светлой расцветки, не нагреваются) 	Приятные	False	1608683232.159	ru-RU	I&#39;m honestly not a fan of masks, but, you know, now it&#39;s a necessity. These are the most comfortable: soft, breathable, do not irritate the skin (the material is suitable and light-colored, does not heat up)	en-US
0	iHerb Customer	0	0	b0ac221f-a913-4687-96e3-238555eb18cc	0	en-US	2020-12-22T01:57:18.918Z	101691	0.0	38.0	50	This is my second purchase of these but different colors. I like the muslin-like material and they are comfortable and fit my face nicely.	Great!	False	1608602238.918	en-US		
0	iHerb Customer	0	0	5a799f40-d77b-4a72-9f1a-cb7afc581660	0	en-US	2020-12-21T00:36:59.621Z	101691	0.0	2.0	20	I was expecting something kind of like fleece, for winter walks. They’re just plain cotton, unlined. They’re just ok, I would not order these. Also no nosepiece to secure the mask.	Below average	False	1608511019.621	en-US		
0	iHerb Customer	0	0	9f012e7f-5a81-4ebe-9907-5024bbcd49a5	0	he-IL	2020-12-20T20:24:15.383Z	101691	0.0	5.0	10	מסכה עבה ולא נושמת	לא מרוצה	False	1608495855.383	he-IL	A thick, breathless mask	en-US
0	iHerb Customer	0	3	953c69ed-1ef2-4c83-ae54-86b9c294745b	2	ja-JP	2020-12-05T07:06:13.71Z	101691	0.0	125.0	40	ガーゼみたいな生地で、厚みがあります。ノーズワイヤーは入ってないけど、割りと顔にフィットします。大きさは日本で買うマスクのレギュラーサイズくらいだと思います。写真の下のはアイリスオーヤマさんのプリーツ型マスクです。糸のほつれ、匂いあります、	かわいい	True	1608318373.71	ja-JP	It is a gauze-like fabric and is thick. It doesn&#39;t have a nose wire, but it fits your face relatively well. I think the size is about the regular size of a mask you buy in Japan. Below the photo is Iris Ohyama&#39;s pleated mask. There is a frayed thread and a smell,	en-US
0	iHerb Customer	0	0	a99ed4c5-a53d-4fbb-aba9-618f0c25df64	0	en-US	2020-12-17T03:35:18.014Z	101691	0.0	9.0	50	Great	Excellent!	False	1608176118.014	en-US		
0	iHerb Customer	0	0	372dba4b-1606-44ab-8ac3-a480f0436d77	0	en-US	2020-12-15T03:59:06.54Z	101691	1.0	86.0	40	Love these masks, but some may find them tight on the ears. I had originally bought these for my mom, but she found them too uncomfortable. These fit my face well, but I have noticed that they have been shrinking in the wash, so that may become an issue later down the road for me as well. Love the designs, and find them to work well in the colder cooler months.	Good	False	1608004746.54	en-US		
0	iHerb Customer	0	0	2633a24d-d8cf-4c4e-9ea2-43f698b02597	0	en-US	2020-12-14T20:38:47.275Z	101691	0.0	87.0	20	The masks are quite small in size. Also they did not feel safe or effective - I could feel my breath when putting my palm in front of my mouth as I breathed out	Below average	False	1607978327.275	en-US		
0	iHerb Customer	0	0	dd84ff10-da21-495c-a8d8-2005b052d296	0	en-US	2020-12-14T18:26:58.265Z	101691	63.0	96.0	40	i love them 	Good	False	1607970418.265	en-US		
0	iHerb Customer	0	0	13f981fb-b0c1-48e4-88db-1dc95967324f	0	en-US	2020-12-13T10:19:28.992Z	101691	0.0	1.0	50	"That’s good!!
So cute and  comfortable "	Excellent!	False	1607854768.992	en-US		
0	iHerb Customer	0	0	0790834a-4f79-47b1-95cd-557954728f1c	0	he-IL	2020-12-13T08:52:31.356Z	101691	0.0	34.0	40	"נחמד מאוד
מסכה לא חונקת"	טוב	False	1607849551.356	he-IL	Very nice non-suffocating mask	en-US
0	iHerb Customer	0	0	39d36d8b-0ee3-4ead-9738-ecb0d8ae9c51	0	en-US	2020-12-12T15:17:20.267Z	101691	0.0	14.0	50	great mask. became smaller in the drier mashing .. 	מצוין!	False	1607786240.267	en-US		
0	iHerb Customer	0	0	8ffe3aee-e2e9-489c-b921-72b70e4eeee9	0	ru-RU	2020-12-12T12:02:09.958Z	101691	0.0	162.0	50	Красивые, удобные многоразовые маски!	Прекрасно!	False	1607774529.958	ru-RU	Beautiful, comfortable reusable masks!	en-US
0	iHerb Customer	0	0	3defa7c0-eb06-4c36-a1cd-25ae91d38fab	0	en-US	2020-12-12T00:42:28.095Z	101691	0.0	4.0	50	Worth buying! It's soft on the skin AND THE PRINTS ARE SO CUTE. Will definitely buy the other designs.	SUPER COMFY	False	1607733748.095	en-US		
0	iHerb Customer	0	0	26ff339b-a70d-471c-afe6-49b29fd56964	0	he-IL	2020-12-11T20:45:42.977Z	101691	0.0	27.0	50	"המסכות נוחות, נעימות, מתכבסות נהדר.
מומלץ!"	מצוין!	False	1607719542.977	he-IL	The masks are comfortable, pleasant, wash great. recommended!	en-US
0	iHerb Customer	0	0	3c4f1a5a-e8c1-4c84-9b7e-dda301683fcc	0	ja-JP	2020-12-10T21:27:11.23Z	101691	0.0	7.0	50	可愛いし大きさもちょうどいい。	Excellent!	False	1607635631.23	ja-JP	It&#39;s cute and the size is just right.	en-US
0	iHerb Customer	0	0	c622f160-3419-442b-b931-a4c8ce5dfc77	0	he-IL	2020-12-10T20:10:24.334Z	101691	0.0	31.0	50	מסכות נעימות, אווריריות, קלות לכביסה.	מצוין!	False	1607631024.334	he-IL	Pleasant, airy masks, easy to wash.	en-US
0	Erez Opincaru	0	0	a6f09975-3e59-4b56-ba27-95315d92fe12	0	en-US	2020-12-10T15:22:17.597Z	101691	0.0	55.0	50	A very fashionable mask, pleasant to the touch and facial skin, especially during the corona period. It is highly recommended	Excellent!	False	1607613737.597	en-US		
0	iHerb Customer	0	0	aef96457-8101-45b2-b7e0-92e59fc79c92	0	en-US	2020-12-10T04:39:05.142Z	101691	0.0	15.0	50	.	Excellent!	False	1607575145.142	en-US		
0	iHerb Customer	0	0	305c6dad-9c5e-473e-b272-50647f8c9b0a	0	he-IL	2020-12-09T17:45:39.424Z	101691	0.0	12.0	50	מושלם, ממליצה לכולם	מצוין!	False	1607535939.424	he-IL	Perfect, recommend to everyone	en-US
0	iHerb Customer	0	0	ad6599ef-4bcc-498a-a61a-e2b1b763e64c	0	en-US	2020-12-05T13:24:22.37Z	101691	0.0	22.0	50	"Very comfortable masks, easy to breath.
I’m using them every day."	Прекрасно!	False	1607174662.37	en-US		
0	iHerb Customer	0	0	204fdb86-7d52-485c-915d-bff01957768c	0	he-IL	2020-12-04T15:30:28.241Z	101691	0.0	362.0	30	פחות טובה מהמבנה הכירורגית קשה לנשום	טוב	False	1607095828.241	he-IL	Less good than the surgical structure is difficult to breathe	en-US
0	iHerb Customer	0	0	46cefadb-2b1f-4fcf-90fd-dc971ba07ad3	0	he-IL	2020-12-04T14:27:29.009Z	101691	0.0	73.0	50	מעולה למי שיש לו עור רגיש!	מצוין!	False	1607092049.009	he-IL	Great for those who have sensitive skin!	en-US
0	iHerb Customer	0	0	31aa469a-0d2d-408c-b434-621017862c4e	0	en-US	2020-12-02T20:28:15.253Z	101691	0.0	18.0	50	"nice 
"	Excellent!	False	1606940895.253	en-US		
0	iHerb Customer	0	0	55cd75eb-f796-40ae-a0ba-6561f0b6e79d	0	en-US	2020-12-02T20:19:12.441Z	101691	0.0	2.0	50	Great masks. Easy to breath through and clean!	Will Recommend!	False	1606940352.441	en-US		
